Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-08,11.420,6.582,0.039,8.675,10.200,11.400,12.400,5.600,6.600,7.700,7.746,8.662,9.546,0.000,0.000,0.200,0.000,0.000,0.000,0.000,6.675,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-09,11.018,4.102,0.080,7.433,9.100,10.800,12.700,2.900,4.100,5.600,6.508,7.354,8.608,0.000,0.000,0.300,0.000,0.000,0.000,0.000,5.433,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-10,7.876,5.484,4.843,6.660,7.100,7.800,8.800,4.400,5.500,6.600,5.950,6.708,7.392,1.300,4.700,9.800,90.196,45.098,7.843,0.000,4.660,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-11,10.096,4.818,1.233,7.064,8.300,9.900,12.300,3.700,5.000,5.900,6.350,7.025,8.058,0.000,0.600,2.400,37.255,3.922,0.000,0.000,5.064,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-12,10.437,2.910,0.163,6.159,8.500,10.500,12.600,1.200,2.800,4.800,4.596,6.221,7.446,0.000,0.000,0.300,7.843,0.000,0.000,0.000,4.159,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-13,12.537,4.084,0.051,7.668,11.100,12.500,14.600,1.700,4.200,6.300,6.017,7.742,9.287,0.000,0.000,0.000,1.961,0.000,0.000,0.000,5.668,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
2026-07-14,14.173,5.533,0.106,9.117,11.400,14.400,15.900,4.700,5.500,6.800,8.029,9.117,10.250,0.000,0.000,0.400,3.922,0.000,0.000,0.000,7.117,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T20:06:14+00:00
