Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-04,15.800,8.100,0.600,11.388,15.743,8.118,11.328,0.865,13.900,15.800,17.200,7.500,8.100,8.800,10.758,11.388,11.904,0.000,0.600,2.700,31.373,0.000,0.000,0.000,9.388,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-05,13.100,7.100,3.700,10.133,13.147,7.186,10.147,4.551,11.500,13.100,15.000,6.500,7.100,7.900,9.433,10.133,10.958,1.600,3.700,7.500,98.039,31.373,5.882,0.000,8.133,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-06,10.900,3.600,8.200,7.017,10.776,3.620,7.063,8.673,9.600,10.900,11.700,3.100,3.600,4.300,6.712,7.017,7.487,2.800,8.200,15.500,98.039,68.627,35.294,0.000,5.017,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-07,13.300,1.700,0.300,6.700,13.406,1.606,6.727,0.608,12.300,13.300,14.400,0.800,1.700,2.400,6.112,6.700,7.354,0.000,0.300,1.500,15.686,1.961,0.000,0.000,4.700,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-08,10.200,2.200,0.000,5.938,10.296,2.341,5.949,0.122,9.300,10.200,11.200,1.400,2.200,3.200,5.125,5.938,6.779,0.000,0.000,0.400,1.961,0.000,0.000,0.000,3.938,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-09,7.900,0.000,0.000,3.596,7.965,0.082,3.580,0.106,6.900,7.900,9.000,-0.900,0.000,0.900,2.821,3.596,4.112,0.000,0.000,0.600,1.961,0.000,0.000,0.000,1.596,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
2026-08-10,8.600,-1.000,0.000,2.904,8.620,-1.163,2.925,0.012,7.000,8.600,10.300,-2.200,-1.000,-0.200,1.883,2.904,3.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.904,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-04T20:10:33+00:00
