Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-08-10,10.000,-0.500,0.000,4.250,9.986,-0.445,4.239,0.000,9.500,10.000,10.500,-0.800,-0.500,-0.100,3.979,4.250,4.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.250,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-11,11.500,2.700,0.000,6.367,11.378,2.716,6.358,0.000,10.900,11.500,11.800,2.100,2.700,3.500,6.021,6.367,6.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.367,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-12,10.500,3.800,0.000,6.929,10.422,3.845,6.837,0.202,8.700,10.500,12.100,3.100,3.800,4.600,6.212,6.929,7.312,0.000,0.000,0.600,0.000,0.000,0.000,0.000,4.929,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-13,10.500,3.800,0.000,6.833,10.363,3.851,6.698,0.231,8.000,10.500,12.100,2.800,3.800,5.100,5.754,6.833,7.500,0.000,0.000,1.000,11.765,0.000,0.000,0.000,4.833,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-14,10.800,4.600,1.200,7.525,10.747,4.565,7.480,1.875,8.600,10.800,12.700,3.300,4.600,5.600,6.592,7.525,8.287,0.000,1.200,4.500,52.941,9.804,1.961,0.000,5.525,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-15,14.400,7.000,1.000,10.033,14.439,6.796,9.986,1.331,13.300,14.400,15.500,4.800,7.000,8.800,8.971,10.033,10.858,0.000,1.000,3.200,52.941,1.961,0.000,0.000,8.033,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
2026-08-16,14.800,7.900,1.800,10.354,14.149,7.855,10.400,2.702,12.000,14.800,16.200,5.700,7.900,9.500,9.192,10.354,11.679,0.000,1.800,7.200,62.745,15.686,5.882,0.000,8.354,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-37.750,-63.000,221.000,2026-08-10T11:31:28+00:00
