Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-26,15.749,8.061,0.600,11.145,14.900,15.800,16.600,7.500,8.000,8.700,10.571,11.179,11.888,0.000,0.600,2.400,0.924,35.294,0.000,0.000,0.000,9.145,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-07-27,16.688,9.049,0.300,12.400,15.000,16.900,18.000,8.100,9.000,10.100,11.867,12.396,12.917,0.000,0.300,2.700,0.865,21.569,1.961,0.000,0.000,10.400,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-07-28,11.882,6.661,2.100,8.987,9.400,11.400,14.900,4.900,6.900,8.000,7.758,8.933,10.579,0.000,2.100,8.100,3.253,68.627,21.569,5.882,0.000,6.987,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-07-29,11.653,4.320,0.000,7.530,10.200,11.300,14.000,2.700,4.300,6.000,6.362,7.487,8.842,0.000,0.000,0.700,0.345,9.804,0.000,0.000,0.000,5.530,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-07-30,11.869,5.627,0.600,8.621,8.800,12.300,14.300,3.400,5.600,7.800,6.212,8.692,10.700,0.000,0.600,2.400,0.876,37.255,0.000,0.000,0.000,6.621,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-07-31,13.812,8.665,1.800,10.950,11.200,13.100,17.000,6.500,8.500,10.900,8.858,10.713,13.312,0.000,1.800,5.800,2.651,60.784,17.647,3.922,0.000,8.950,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
2026-08-01,17.243,6.924,0.000,11.090,15.600,17.400,18.800,5.800,6.800,8.400,10.067,11.233,12.162,0.000,0.000,1.400,0.622,19.608,5.882,0.000,0.000,9.090,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-26T19:45:22+00:00
