Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-15,15.598,6.025,0.000,9.812,15.000,15.700,16.100,5.700,6.000,6.400,9.567,9.825,10.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.812,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-16,17.220,7.933,0.600,12.302,15.700,17.300,18.100,7.100,7.800,8.700,11.846,12.304,12.862,0.000,0.600,1.800,0.947,35.294,3.922,0.000,0.000,10.302,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-17,16.427,8.965,0.500,12.554,14.600,16.500,17.900,7.800,8.800,10.200,11.708,12.621,13.192,0.100,0.500,1.300,0.690,17.647,1.961,0.000,0.000,10.554,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-18,13.373,6.153,1.500,9.398,10.500,13.500,15.900,4.900,6.100,7.500,7.883,9.283,10.958,0.000,1.500,5.400,2.004,56.863,11.765,0.000,0.000,7.398,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-19,11.324,4.041,0.900,7.330,9.000,11.100,14.500,2.500,3.900,5.600,6.367,7.267,8.562,0.000,0.900,4.800,1.827,47.059,9.804,0.000,0.000,5.330,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-20,10.600,5.018,2.200,7.683,8.200,10.600,13.200,3.700,5.200,6.300,6.596,7.808,8.733,0.000,2.200,6.700,3.088,72.549,27.451,0.000,0.000,5.683,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
2026-07-21,10.265,2.659,0.400,6.426,7.000,10.700,13.100,0.300,2.700,4.600,4.529,6.521,8.558,0.000,0.400,2.600,0.951,31.373,3.922,0.000,0.000,4.426,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-37.750,-63.000,221.000,2026-07-15T19:47:14+00:00
