Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-07,14.131,2.206,0.059,8.169,13.200,14.200,14.900,1.700,2.200,3.100,7.650,8.250,8.650,0.000,0.000,0.300,1.961,0.000,0.000,0.000,6.169,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-08,12.025,5.543,0.075,8.784,10.500,11.900,13.700,4.600,5.600,6.500,7.800,8.800,9.800,0.000,0.000,0.200,1.961,0.000,0.000,0.000,6.784,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-09,11.300,3.694,0.124,7.497,9.100,11.300,13.500,2.500,3.500,5.300,6.250,7.400,8.900,0.000,0.000,0.400,1.961,0.000,0.000,0.000,5.497,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-10,8.594,5.622,5.127,7.108,7.500,8.500,10.400,4.500,5.800,6.600,6.150,7.100,8.300,1.500,4.200,9.400,94.118,43.137,9.804,0.000,5.108,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-11,10.284,4.937,1.492,7.611,8.500,10.000,12.000,3.500,4.900,6.400,6.000,7.600,9.150,0.000,0.300,4.800,37.255,9.804,1.961,0.000,5.611,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-12,10.712,2.916,0.214,6.814,8.800,10.400,13.300,1.000,3.000,5.200,5.100,7.000,8.500,0.000,0.000,0.300,7.843,0.000,0.000,0.000,4.814,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
2026-07-13,12.098,4.014,0.822,8.056,8.900,12.500,15.200,0.900,4.300,6.400,6.050,7.900,10.150,0.000,0.000,1.200,13.725,5.882,1.961,0.000,6.056,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-37.750,-63.000,221.000,2026-07-08T01:35:34+00:00
